Time	VP1
1.0000000000000001e-005	-99.999997953959095
2.0000000000000002e-005	-99.999997912894116
3.0000000000000004e-005	-99.999996875921028
4.0000000000000003e-005	-99.999995844119823
5.0000000000000002e-005	-99.999994817464838
6.0000000000000002e-005	-99.99999379593028
7.0000000000000007e-005	-99.999992779490725
8.0000000000000007e-005	-99.999991768120651
9.0000000000000006e-005	-99.999990761794862
0.0001	-99.999989760488148
0.00011	-99.999988764175527
0.00012	-99.999987772832
0.00013000000000000002	-99.999986786432913
0.00014000000000000001	-99.999985804953454
0.00015000000000000001	-99.999984828369236
0.00016000000000000001	-99.999983856655703
0.00017000000000000001	-99.999982889788697
0.00018000000000000001	-99.999981927743917
0.00019000000000000001	-99.999980970497433
0.00020000000000000001	-99.999980018025212
0.00021000000000000001	-99.99997907030351
0.00022000000000000001	-99.999978127308594
0.00023000000000000001	-99.999977189016931
0.00024000000000000001	-99.999976255405016
0.00025000000000000001	-99.999975326449558
0.00026000000000000003	-99.999974402127236
0.00027000000000000006	-99.999973482415072
0.00028000000000000008	-99.999972567289973
0.00029000000000000011	-99.999971656729144
0.00030000000000000014	-99.999970750709736
0.00031000000000000016	100.00002903117098
0.00032000000000000019	100.00002784074287
0.00033000000000000022	100.00002665450339
0.00034000000000000024	100.00002547418029
0.00035000000000000027	100.00002429974413
0.00036000000000000029	100.00002313116551
0.00037000000000000032	100.00002196841521
0.00038000000000000035	100.0000208114642
0.00039000000000000037	100.0000196602835
0.0004000000000000004	100.00001851484438
0.00041000000000000042	100.0000173751182
0.00042000000000000045	100.00001624107644
0.00043000000000000048	100.00001511269073
0.0004400000000000005	100.00001398993294
0.00045000000000000053	100.00001287277493
0.00046000000000000056	100.00001176118879
0.00047000000000000058	100.00001065514674
0.00048000000000000061	100.0000095546211
0.00049000000000000063	100.00000845958441
0.00050000000000000066	100.00000737000923
0.00051000000000000069	100.00000628586837
0.00052000000000000071	100.00000520713469
0.00053000000000000074	100.00000413378126
0.00054000000000000077	100.00000306578121
0.00055000000000000079	100.00000200310788
0.00056000000000000082	100.00000094573464
0.00057000000000000084	99.999999893635106
0.00058000000000000087	99.999998846782972
0.0005900000000000009	99.999997805152063
0.00060000000000000092	99.999996768716301
0.00061000000000000095	99.999995737449836
0.00062000000000000098	99.999994711326849
0.000630000000000001	99.999993690321674
0.00064000000000000103	99.999992674408816
0.00065000000000000105	99.999991663562895
0.00066000000000000108	99.999990657758588
0.00067000000000000111	99.99998965697074
0.00068000000000000113	99.999988661174399
0.00069000000000000116	99.999987670344638
0.00070000000000000119	99.999986684456644
0.00071000000000000121	99.999985703485862
0.00072000000000000124	99.999984727407679
0.00073000000000000126	99.999983756197722
0.00074000000000000129	99.999982789831733
0.00075000000000000132	99.999981828285513
0.00076000000000000134	99.999980871535058
0.00077000000000000137	99.999979919556438
0.0007800000000000014	99.999978972325835
0.00079000000000000142	99.999978029819601
0.00080000000000000145	99.999977092014177
0.00081000000000000147	99.999976158886057
0.0008200000000000015	99.999975230411962
0.00083000000000000153	99.999974306568689
0.00084000000000000155	99.9999733873331
0.00085000000000000158	99.999972472682231
0.00086000000000000161	99.999971562593259
0.00087000000000000163	99.999970657043363
0.00088000000000000166	99.999969756009946
0.00089000000000000168	99.999968859470471
0.00090000000000000171	99.999967967402512
0.00091000000000000174	99.999967079783787
0.00092000000000000176	99.999966196592112
0.00093000000000000179	99.999965317805362
0.00094000000000000182	99.999964443401609
0.00095000000000000184	99.999963573358983
0.00096000000000000187	99.99996270765574
0.00097000000000000189	99.999961846270224
0.00098000000000000192	99.999960989180892
0.00099000000000000195	99.99996013636634
0.001000000000000002	99.99995928780524
0.001010000000000002	99.999958443476373
0.001020000000000002	99.999957603358624
0.0010300000000000021	99.999956767430987
0.0010400000000000021	99.999955935672602
0.0010500000000000021	99.999955108062622
0.0010600000000000021	99.999954284580383
0.0010700000000000022	99.999953465205309
0.0010800000000000022	99.999952649916906
0.0010900000000000022	99.99995183869477
0.0011000000000000022	99.999951031518648
0.0011100000000000023	-100.00004804938703
0.0011200000000000023	-100.00004676412647
0.0011300000000000023	-100.00004548350579
0.0011400000000000023	-100.00004420927227
0.0011500000000000024	-100.00004294139406
0.0011600000000000024	-100.00004167983943
0.0011700000000000024	-100.00004042457684
0.0011800000000000024	-100.00003917557495
0.0011900000000000025	-100.00003793280251
0.0012000000000000025	-100.00003669622843
0.0012100000000000025	-100.00003546582184
0.0012200000000000025	-100.00003424155193
0.0012300000000000026	-100.00003302338813
0.0012400000000000026	-100.00003181129998
0.0012500000000000026	-100.00003060525714
0.0012600000000000027	-100.0000294052295
0.0012700000000000027	-100.00002821118707
0.0012800000000000027	-100.00002702309996
0.0012900000000000027	-100.00002584093849
0.0013000000000000028	-100.00002466467308
0.0013100000000000028	-100.00002349427437
0.0013200000000000028	-100.00002232971306
0.0013300000000000028	-100.00002117096004
0.0013400000000000029	-100.00002001798637
0.0013500000000000029	-100.0000188707632
0.0013600000000000029	-100.00001772926184
0.0013700000000000029	-100.00001659345378
0.001380000000000003	-100.0000154633106
0.001390000000000003	-100.00001433880405
0.001400000000000003	-100.00001321990602
0.001410000000000003	-100.00001210658854
0.0014200000000000031	-100.0000109988238
0.0014300000000000031	-100.00000989658406
0.0014400000000000031	-100.00000879984179
0.0014500000000000032	-100.0000077085696
0.0014600000000000032	-100.00000662274016
0.0014700000000000032	-100.00000554232632
0.0014800000000000032	-100.0000044673011
0.0014900000000000033	-100.0000033976376
0.0015000000000000033	-100.0000023333091
0.0015100000000000033	-100.00000127428899
