Frequency	VP1
1525.1906488311038	0.0013398466364695513
1537.6922115264408	0.0057643513992692427
1550.1937742217776	25.272668108960083
1562.6953369171147	0.0063262044700543012
1575.1968996124515	0.0016276297985757988
1587.6984623077885	0.00082846062644601186
1600.2000250031253	0.00064075980043571995
1612.7015876984622	0.00073799130235297416
1625.2031503937992	0.0013240534615454934
1637.704713089136	0.0047789625384571455
1650.2062757844731	17.873204103700335
1662.7078384798099	0.0051356614043582436
1675.2094011751469	0.0013155200907569121
1687.7109638704837	0.00061898526910207034
1700.2125265658208	0.00038544324421995759
1712.7140892611576	0.00030269801612417449
1725.2156519564944	0.00033645303005066293
1737.7172146518315	0.00082111242720311157
1750.2187773471683	2.3882224865794957
1762.7203400425053	0.00083865666847981156
1775.2219027378421	0.00025153171639005902
1787.7234654331792	0.00013772692388799759
1800.225028128516	9.5160261216143595e-005
1812.726590823853	7.5252989559266008e-005
1825.2281535191898	6.7893358817107342e-005
1837.7297162145267	8.6442291185723493e-005
1850.2312789098637	0.11132725193176729
1862.7328416052005	9.644590625984648e-005
1875.2344043005376	7.6776761735505738e-005
1887.7359669958744	8.6588529330633069e-005
1900.2375296912114	0.00011165327624993498
1912.7390923865482	0.00016512811067122287
1925.2406550818853	0.00030819798975338289
1937.7422177772221	0.0010286162461027818
1950.2437804725589	2.6016816011063204
1962.745343167896	0.0011677062086179067
1975.2469058632328	0.00043183228827237981
1987.7484685585698	0.0003623444657941609
2000.2500312539066	0.00044444380712864499
2012.7515939492437	0.00070164947040476531
2025.2531566445805	0.0014764518176467857
2037.7547193399175	0.0056102618420601899
2050.2562820352546	13.794177355619157
2062.7578447305914	0.0061892339296926533
2075.2594074259282	0.0016436294101221075
2087.760970121265	0.00087415921475916477
2100.2625328166018	0.00070438793199976545
2112.7640955119391	0.00083598353665711089
2125.2656582072759	0.0015312029060537923
2137.7672209026127	0.0055982264405395471
2150.2687835979496	12.555954935736937
2162.7703462932868	0.0060630974882163414
2175.2719089886236	0.0014006554880674619
2187.7734716839605	0.00046861438965646086
2200.2750343792973	6.1834679460635187e-006
2212.7765970746341	0.00049742686715099774
2225.2781597699714	0.0016217155294327272
2237.7797224653082	0.0072597898764583018
2250.281285160645	15.616157453722055
2262.7828478559818	0.0080528416521506128
2275.2844105513191	0.0017392229669959381
2287.7859732466559	0.0005262229019985953
2300.2875359419927	2.1726593611233449e-005
2312.7890986373295	0.00052741510046566751
2325.2906613326663	0.0015523978157896627
2337.7922240280036	0.0064768274946750979
2350.2937867233404	12.408668030671532
2362.7953494186772	0.0073160180221748684
2375.296912114014	0.0019381086636987787
2387.7984748093513	0.001058152614315188
2400.3000375046881	0.0008981163829896784
2412.801600200025	0.0011205710467722943
2425.3031628953618	0.0020981960695241834
2437.8047255906986	0.0076238335007718485
2450.3062882860359	13.134221132266164
2462.8078509813727	0.0084426461007820527
2475.3094136767095	0.0021567703721385783
2487.8109763720463	0.0010342840557819805
2500.3125390673836	0.00067678814813252317
2512.8141017627204	0.00058589536607158853
2525.3156644580572	0.00075672923841102848
2537.817227153394	0.002131568028450736
2550.3187898487308	3.1327446479756009
2562.8203525440681	0.0022961608373166867
2575.3219152394049	0.00065700779868120346
2587.8234779347417	0.0003686746038213648
2600.3250406300785	0.00030184160773040041
2612.8266033254158	0.00035392930003449156
2625.3281660207526	0.00061889065624546268
2637.8297287160894	0.0020896635169199082
2650.3312914114263	2.9645487612434511
2662.8328541067631	0.0023876156788186155
2675.3344168021003	0.00077748544855505992
2687.8359794974372	0.00057268734014438477
2700.337542192774	0.00064627009153640108
2712.8391048881108	0.00098217455587709928
2725.3406675834481	0.0020411764466673294
2737.8422302787849	0.007711914094124972
2750.3437929741217	10.697311860229537
2762.8453556694585	0.0086933883248767156
2775.3469183647953	0.0022270977187006081
2787.8484810601326	0.0011105477050527294
2800.3500437554694	0.00081068869677778277
2812.8516064508062	0.00086356748731860656
2825.353169146143	0.0014636933221844014
2837.8547318414803	0.0051507485796707594
2850.3562945368171	6.6238477152127482
2862.8578572321539	0.0056801196138261522
2875.3594199274908	0.0012717543863348777
2887.8609826228276	0.00037828239599302404
2900.3625453181648	8.9011824649612694e-005
2912.8641080135017	0.00062758085157980925
2925.3656707088385	0.0018624200395718257
2937.8672334041753	0.0080454414339087722
2950.3687960995126	10.119823912324787
2962.8703587948494	0.0091496525570910724
2975.3719214901862	0.0020012898801666486
2987.873484185523	0.00063144571757166844
3000.3750468808598	8.9065854042080436e-006
3012.8766095761971	0.00063438872303484396
3025.3781722715339	0.001995199157453267
3037.8797349668707	0.0087041669812858366
3050.3812976622075	10.279367350564225
3062.8828603575448	0.0099504435497029496
3075.3844230528816	0.0021814551002128056
3087.8859857482184	0.00071551848481992591
3100.3875484435553	8.8345471311498152e-005
3112.8891111388921	0.00047718119326043459
3125.3906738342293	0.0015325028825167281
3137.8922365295662	0.006455307135916518
3150.393799224903	6.9949413468449952
3162.8953619202398	0.0075480178296163346
3175.3969246155771	0.0020255657913958096
3187.8984873109139	0.0011643570100395028
3200.4000500062507	0.0010665529805769696
3212.9016127015875	0.0014263658330550624
3225.4031753969243	0.0027852482076056906
3237.9047380922616	0.010241232595727885
3250.4063007875984	10.22079592593842
3262.9078634829352	0.011711126732633165
3275.409426178272	0.0029595896412942567
3287.9109888736093	0.0014316708280940245
3300.4125515689461	0.00098372115209150531
3312.9141142642829	0.0009593970375403858
3325.4156769596198	0.0014710786919510544
3337.9172396549566	0.00470788355860204
3350.4188023502938	4.2320545513872529
3362.9203650456307	0.0053700106840116439
3375.4219277409675	0.001542755471178666
3387.9234904363043	0.00094824630805849649
3400.4250531316416	0.00092481952491587564
3412.9266158269784	0.0013065562463269434
3425.4281785223152	0.0026410282234356208
3437.929741217652	0.0098432606804311588
3450.4313039129888	8.7809414624583759
3462.9328666083261	0.011366410591133929
3475.4344293036629	0.0028611845518023249
3487.9359919989997	0.0013829379286341096
3500.4375546943365	0.00094807911935306942
3512.9391173896738	0.00091520856356382314
3525.4406800850106	0.0013973580334816769
3537.9422427803474	0.0045817090711624949
3550.4438054756843	3.779071953144844
3562.9453681710211	0.0051373468040239491
3575.4469308663583	0.0011543944417208652
3587.9484935616952	0.00033555403173572191
3600.450056257032	0.00011895799648299969
3612.9516189523688	0.0006673556652770083
3625.4531816477061	0.0019608141667900626
3637.9547443430429	0.0084379933381485001
3650.4563070383797	7.0392130368627921
3662.9578697337165	0.0098545714051198885
3675.4594324290533	0.0021159903254596569
3687.9609951243906	0.00064526931949012941
3700.4625578197274	2.943826804023736e-005
3712.9641205150642	0.00069812060334656606
3725.465683210401	0.0021217824301805388
3737.9672459057383	0.0090741341635157818
3750.4688086010751	7.1545436341370996
3762.9703712964119	0.010644913780162361
3775.4719339917488	0.0023225456119287352
3787.9734966870856	0.00073883323987561313
3800.4750593824228	7.2998223254824981e-005
3812.9766220777597	0.0007557607486762542
3825.4781847730965	0.0023675897870594244
3837.9797474684333	0.010258948987637913
3850.4813101637706	7.7200624006653973
3862.9828728591074	0.01211362198551847
3875.4844355544442	0.0026577212366811023
3887.985998249781	0.00091816188073224735
3900.4875609451178	0.00025459879386143138
3912.9891236404551	0.00045173655774116971
3925.4906863357919	0.0014378535173833508
3937.9922490311287	0.0059425322309649038
3950.4938117264655	4.1187118299652594
3962.9953744218028	0.0072114725997590046
3975.4969371171396	0.0020468942595287796
3987.9984998124764	0.0013127900000340876
4000.5000625078133	0.0013435428315703144
4013.0016252031501	0.0019270547695222284
4025.5031878984873	0.0038675197403574861
4038.0047505938242	0.014197603834293049
4050.506313289161	9.2494643041392841
4063.0078759844978	0.016797328092030491
4075.5094386798351	0.004314847280181576
4088.0110013751719	0.0022306202309662895
4100.5125640705091	0.0017602115303139156
4113.0141267658455	0.002086004931515294
4125.5156894611828	0.0038212921184019011
4138.0172521565191	0.013623535171671287
4150.5188148518564	8.4409217715966456
4163.0203775471937	0.016055751322996671
4175.52194024253	0.0039908650785807336
4188.0235029378673	0.0018689126633896801
4200.5250656332037	0.0011835802162035542
4213.0266283285409	0.00098243881689923031
4225.5281910238782	0.0012266838001179124
4238.0297537192146	0.0034351474247789949
4250.5313164145518	1.9153589469318604
4263.0328791098882	0.0038469258747727097
4275.5344418052255	0.00088101648523818143
4288.0360045005627	0.00030670372705388695
4300.5375671958991	0.00035597301294519335
4313.0391298912364	0.00087848489506433224
4325.5406925865736	0.0022927741400309907
4338.04225528191	0.009476993693407423
4350.5438179772473	5.5944098954031567
4363.0453806725836	0.011355507687457873
4375.5469433679209	0.0024793994488120324
4388.0485060632582	0.00081789896371907162
4400.5500687585945	7.9487177359613561e-005
4413.0516314539318	0.00061704354431602927
4425.5531941492682	0.0020469378702984834
4438.0547568446054	0.0089088913968090964
4450.5563195399427	5.0851240591953424
4463.0578822352791	0.010764551054169401
4475.5594449306163	0.0022988622556712707
4488.0610076259527	0.00070579829372939594
4500.56257032129	0.00014564761590967406
