Frequency	VP1
0	2.21081730653078e-006
12.501562695336917	4.3184727491476679e-006
25.003125390673834	4.4282671247311175e-006
37.504688086010752	1.5886833518516042e-005
50.006250781347667	89.917288029252575
62.507813476684582	2.6464604056639858e-005
75.009376172021504	6.9868193817141314e-006
87.510938867358419	3.2553801502839784e-006
100.01250156269533	2.0730223244301868e-006
112.51406425803225	1.6406150962157867e-006
125.01562695336916	1.4600280928770995e-006
137.51718964870608	1.4465703136909856e-006
150.01875234404301	0.31793706631567131
162.52031503937991	1.5374030289557537e-006
175.02187773471684	1.3579652143605931e-006
187.52344043005374	1.3329575753427757e-006
200.02500312539067	1.3057351710464787e-006
212.5265658207276	1.2375452209815284e-006
225.0281285160645	1.0230673880624241e-006
237.52969121140143	1.8751273188207398e-006
250.03125390673833	0.50220790184067265
262.53281660207523	2.2178495903336775e-006
275.03437929741216	1.5253468662675845e-006
287.53594199274909	2.025710153147827e-006
300.03750468808602	2.4817583647795789e-006
312.53906738342295	3.1169202442450893e-006
325.04063007875982	4.5086020034562654e-006
337.54219277409675	1.1235084162175342e-005
350.04375546943368	0.73941219624974153
362.54531816477061	1.268247710172071e-005
375.04688086010748	6.2814820153307024e-006
387.54844355544441	5.5906786083893988e-006
400.05000625078134	5.8392303054804041e-006
412.55156894611827	6.5884456909970465e-006
425.0531316414552	8.3180033975545179e-006
437.55469433679207	1.7223170657206747e-005
450.056257032129	0.66261155733231281
462.55781972746593	1.9632944470202714e-005
475.05938242280286	1.2606633561106301e-005
487.56094511813973	1.3243650981906427e-005
500.06250781347666	1.5189077633492467e-005
512.56407050881364	1.8227009144642556e-005
525.06563320415046	2.3500674191132147e-005
537.56719589948739	4.016399851755266e-005
550.06875859482432	0.58243702489336013
562.57032129016125	5.3574573381796997e-005
575.07188398549818	5.0361027934585344e-005
587.5734466808351	6.4092549034771269e-005
600.07500937617203	9.1510348632853025e-005
612.57657207150896	0.00014918210088100132
625.07813476684589	0.00030804199361069811
637.57969746218271	0.0011421049000477055
650.08126015751964	26.771702958866005
662.58282285285657	0.0012466885016719257
675.0843855481935	0.00040325121689643514
687.58594824353042	0.00028921030945423755
700.08751093886735	0.0003203846065251566
712.58907363420428	0.00048431696376908026
725.09063632954121	0.0010138533457725008
737.59219902487814	0.0039338478278123958
750.09376172021496	71.332581249420031
762.59532441555189	0.0041929853474612653
775.09688711088882	0.0011069510199308243
787.59844980622574	0.0005537744051518714
800.10001250156267	0.00039254104683970724
812.6015751968996	0.00038921926650530356
825.10313789223653	0.00060084371761827719
837.60470058757346	0.0019931254381225986
850.10626328291039	27.071691783588133
862.60782597824721	0.0020819561816069177
875.10938867358414	0.00056071136259850209
887.61095136892106	0.00027428525471111215
900.11251406425799	0.00017184820115917173
912.61407675959492	0.00012553108515781026
925.11563945493185	0.00010889352193112242
937.61720215026878	0.00015663580547289186
950.11876484560571	1.0079384807261842
962.62032754094264	0.00014082516675269297
975.12189023627946	6.3704926614137903e-005
987.62345293161638	4.5527163322790391e-005
1000.1250156269533	3.6971427010684789e-005
1012.6265783222902	3.2059951171575882e-005
1025.1281410176273	3.1045018432965297e-005
1037.6297037129641	5.8139496376474761e-005
1050.1312664083009	0.46792483213290614
1062.632829103638	6.0826913110250372e-005
1075.1343917989748	2.5966012221110844e-005
1087.6359544943118	2.0986014336126865e-005
1100.1375171896486	1.9654162646693343e-005
1112.6390798849857	2.0017922902558312e-005
1125.1406425803225	2.3799441402992381e-005
1137.6422052756595	5.3238425932226081e-005
1150.1437679709964	0.35688592643182737
1162.6453306663332	5.407831727739564e-005
1175.1468933616702	2.609134338000704e-005
1187.648456057007	2.8441127922108982e-005
1200.1500187523441	3.6522843793532625e-005
1212.6515814476809	5.2313868715745612e-005
1225.1531441430179	9.1375472896322536e-005
1237.6547068383547	0.0002787544604692177
1250.1562695336918	1.5908813042779959
1262.6578322290286	0.00032411891649483199
1275.1593949243654	0.00015729716970850689
1287.6609576197025	0.00016394445167834109
1300.1625203150393	0.00022697663839362086
1312.6640830103763	0.00038112850169852116
1325.1656457057131	0.00082729406172953556
1337.6672084010502	0.0032027462898061711
1350.168771096387	17.984412624550604
1362.670333791724	0.0034733246363256851
1375.1718964870608	0.00095338117654472469
1387.6734591823977	0.00054295154301719226
1400.1750218777347	0.00048976536133687554
1412.6765845730715	0.00065991344767603159
1425.1781472684086	0.0013353519805077208
1437.6797099637454	0.0051872891909926118
1450.1812726590824	25.675225064629533
1462.6828353544192	0.0055139952273628523
1475.1843980497563	0.0012462441151483991
1487.6859607450931	0.00039271617574496723
1500.1875234404299	2.068196413280937e-005
1512.689086135767	0.00044159814233591798
