Time	Vr	Ir
1.0000000000000001e-005	2.528483506335566e-008	1.2567014248105778e-011
2.0000000000000002e-005	2.5440456741911207e-008	2.5136427319987959e-011
3.0000000000000004e-005	5.0719755359101357e-008	3.7703064373734412e-011
4.0000000000000003e-005	5.0879660165952919e-008	5.0271855405795954e-011
5.0000000000000002e-005	7.6152922247831506e-008	6.2837655352762504e-011
6.0000000000000002e-005	7.6316606076050874e-008	7.5405321419190973e-011
7.0000000000000007e-005	1.0158333157220501e-007	8.7969718467838633e-011
8.0000000000000007e-005	1.0175029036416801e-007	1.005357831126012e-010
9.0000000000000006e-005	1.2700997928349065e-007	1.1309832727667674e-010
0.0001	1.2717970905215474e-007	1.2566228757396097e-010
0.00011	1.5243186148160136e-007	1.3822246269276216e-010
0.00012	1.5260385832937061e-007	1.5078385542142503e-010
0.00013000000000000002	1.7784797445455915e-007	1.6334119827380884e-010
0.00014000000000000001	1.7802173459388423e-007	1.758994146289195e-010
0.00015000000000000001	2.0325731471774327e-007	1.8845339581929389e-010
0.00016000000000000001	2.0343233449117904e-007	2.0100806522393793e-010
0.00017000000000000001	2.2865887905411396e-007	2.1355820829627007e-010
0.00018000000000000001	2.2883465495405203e-007	2.2610880135485545e-010
0.00019000000000000001	2.5405166455389446e-007	2.3865455044377371e-010
0.00020000000000000001	2.5422769324164518e-007	2.5120053776070839e-010
0.00021000000000000001	2.7943466865490322e-007	2.6374149581951875e-010
0.00022000000000000001	2.7961044697912702e-007	2.762823479992107e-010
0.00023000000000000001	3.0480688917963343e-007	2.8881806504165992e-010
0.00024000000000000001	3.0498191419845863e-007	3.0135335856763552e-010
0.00025000000000000001	3.3016732437732055e-007	3.1388314637945396e-010
0.00026000000000000003	3.3034109337742525e-007	3.2641245773523957e-010
0.00027000000000000006	3.5551497295993727e-007	3.3893599867907201e-010
0.00028000000000000008	3.556869834786672e-007	3.5145863965039799e-010
0.00029000000000000011	3.8084883414946529e-007	3.6397529845153399e-010
0.00030000000000000014	3.810185839874104e-007	3.7649095140104513e-010
0.00031000000000000016	4.061679077078186e-007	3.8900035748257026e-010
0.00032000000000000019	4.0633489495613506e-007	4.0150844007511531e-010
0.00033000000000000022	4.3147119398238063e-007	4.1400995816231914e-010
0.00034000000000000024	4.3163491703970436e-007	4.2650988806274687e-010
0.00035000000000000027	4.5675769394156581e-007	4.3900325345783337e-010
0.00036000000000000029	4.5691765153526272e-007	4.5149476596834776e-010
0.00037000000000000032	4.8202640922078949e-007	4.639792375174881e-010
0.00038000000000000035	4.8218210042343568e-007	4.764616444238195e-010
0.00039000000000000037	5.0727634215369364e-007	4.8893685155009924e-010
0.0004000000000000004	5.0742726640475884e-007	5.0140972933577404e-010
