Time	Vr	Ir
1.0000000000000001e-005	1.5083441226912383e-010	1.2569534357239497e-011
2.0000000000000002e-005	3.0166733586356733e-010	2.5138944637387111e-011
3.0000000000000004e-005	4.5249728212283804e-010	3.7708106866748536e-011
4.0000000000000003e-005	6.0332276241693648e-010	5.0276896864834312e-011
5.0000000000000002e-005	7.5414228815842713e-010	6.2845190657950132e-011
6.0000000000000002e-005	9.0495437082128353e-010	7.5412864375799268e-011
7.0000000000000007e-005	1.0557575219485131e-009	8.7979793734494682e-011
8.0000000000000007e-005	1.2065502531754494e-009	1.0054585445014934e-010
9.0000000000000006e-005	1.3573310762390701e-009	1.1311092316945439e-010
0.0001	1.5080985029923969e-009	1.2567487540172765e-010
0.00011	1.6588510454222812e-009	1.3823758706987723e-010
0.00012	1.8095872156621128e-009	1.5079893471719672e-010
0.00013000000000000002	1.9603055260070639e-009	1.6335879405979906e-010
0.00014000000000000001	2.1110044889284895e-009	1.7591704060700209e-010
0.00015000000000000001	2.2616826170857857e-009	1.8847355214287028e-010
0.00016000000000000001	2.4123384233518028e-009	2.0102820252236023e-010
0.00017000000000000001	2.5629704208094518e-009	2.1358086849556066e-010
0.00018000000000000001	2.7135771227838983e-009	2.2613142681256031e-010
0.00019000000000000001	2.8641570428476394e-009	2.3867975339626729e-010
0.00020000000000000001	3.0147086948374477e-009	2.5122572499677033e-010
0.00021000000000000001	3.1652305928696167e-009	2.6376921670979693e-010
0.00022000000000000001	3.3157212513535121e-009	2.7631010487184553e-010
0.00023000000000000001	3.4661791850102083e-009	2.8884826581941454e-010
0.00024000000000000001	3.6166029088724892e-009	3.0138357630259269e-010
0.00025000000000000001	3.7669909383288889e-009	3.139159118306978e-010
0.00026000000000000003	3.9173417891033705e-009	3.2644514956740889e-010
0.00027000000000000006	4.0676539772959785e-009	3.3897116378127286e-010
0.00028000000000000008	4.2179260193896137e-009	3.5149383535828151e-010
0.00029000000000000011	4.3681564322466519e-009	3.640130369126205e-010
0.00030000000000000014	4.5183437331699226e-009	3.7652864519437856e-010
0.00031000000000000016	4.668486439868832e-009	3.8904053695364441e-010
0.00032000000000000019	4.8185830704796919e-009	4.0154858976768741e-010
0.00033000000000000022	4.9686321436334811e-009	4.1405267790505444e-010
0.00034000000000000024	5.1186321783846932e-009	4.265526822517373e-010
0.00035000000000000027	5.2685816943095952e-009	4.3904847459474103e-010
0.00036000000000000029	5.4184792114554049e-009	4.5153993416569622e-010
0.00037000000000000032	5.5683232504012755e-009	4.6402693854187219e-010
0.00038000000000000035	5.7181123322413576e-009	4.7650936199181585e-010
0.00039000000000000037	5.8678449786254547e-009	4.8898708209279653e-010
0.0004000000000000004	6.0175197117454697e-009	5.0145997642208357e-010
0.00041000000000000042	6.1671350543760683e-009	5.1392792172976571e-010
0.00042000000000000045	6.3166895298814454e-009	5.2639079476593167e-010
0.00043000000000000048	6.4661816621950086e-009	5.388484731078508e-010
0.0004400000000000005	6.6156099759210082e-009	5.5130083185125061e-010
